chinese_name,english_names,english_descriptions,chinese_spans,csi_category_stage_1,csi_consensus_spans,csi_or_not,csi_category_stage_2
豉椒蒸带子,['steamed scallop in shell in black bean sauce'],[''],豉椒 蒸 带子,0,,0,0.0
葱油烧素烩,"['stir-fried tofu, straw mushroom, red pepper, baby corn & black fungus']","[' Tofu, Straw Mushroom, Red Pepper, Baby Corn & Black Fungus']",葱油 烧 素烩,0,,0,
老醋木耳,"['black fungus in chinese sour sauce v s', 'black fungus with vinegar sauce']","['', 'A2']",老醋 木耳,1,,1,
白汁大虾鸡蛋炒饭,['king prawn in creamy white sauce on egg fried rice'],[''],白汁 大虾 鸡 炒饭 蛋炒饭,0,,0,
宫保虾球,"['kung po prawns', 'kung pao prawn ', 'Stir-fried Shrimp Balls with Chili and Peanuts']","['', '', '']",宫保 虾球,1,,1,
脆皮炸春卷,"['spring rolls', 'Deep-fried Pork and Prawn Spring Roll']","['', '']",脆皮 炸 春卷,1,,1,
海南辣虾角,['spicy hoi lam prawn parcels'],[''],海南 辣虾 角,1,,1,
海鲜豆腐,"['braised tofu with seafood', 'assorted seafood with beancurd soup']","['', 'spicy dishes;nut dishes;ingredient;special dietary needs please notify the staff who will be happy to help;LYS textindd']",海鲜 豆腐,0,,0,
糖醋鸡,"['sweet sour chicken', 'sweet and sour chicken']","['', 'A variation on a popular Hunan dish Chicken chunks and pineapples coated in a treacly sweet and tangy sauce']",糖醋 鸡,0,,0,
冰糖葫芦,"['crispy sugar-coated fruit haws, yam, etc. on a ', 'stick']","['', '']",冰糖葫芦 葫芦 糖葫芦 冰糖,1,糖葫芦 葫芦 冰糖葫芦,1,-1.0
酸辣汤,"['hot and sour soup ', 'sichuanese sour and hot soup', 'hot and sour', 'traditional hot and sour soup', 'hot and sour soup']","['', 'A Sichuan classic broth with finely sliced chicken slivers cloud ears diced vegetables and tofu in a warming peppery hot broth with the contrasting taste of sour sweet vinegar (contains egg)', '', '', '']",酸辣 酸辣汤,0,,0,
鸡肉炒饭,['chicken fried rice'],[''],鸡肉 炒饭,0,,0,
铁板豉椒牛柳,"['sizzling fillet steak with green pepper in black bean sauce', 'sizzling beef tenderloin with pepper in black bean sauce']","['', '']",铁板 豉椒 牛柳,1,,1,
酒酿圆子,"['glutinous rice balls in fermented rice wine', 'shanghai rice wine soup w rice bites', 'chilled taro and coconut sago']","['', 'Shanghai Rice Wine Soup w Rice Bites', '']",酒酿 圆子,1,,1,
皮蛋豆腐,"['tofu with preserved eggs', 'century egg with tofu']","['', '']",皮蛋 豆腐,1,,1,
花生皇沙爹汁,['peanut satay sauce'],[''],花生 皇沙爹 汁,1,,1,
干炒辣牛柳丝,['crispy chilli shredded fillet steak'],[''],干 炒 辣 牛 柳丝,1,,1,
京都汁鸡翼,['peking style chicken wings'],[''],京都 汁 鸡翼,1,,1,
香煎和牛,"['pan grilled a wagyu', 'grilled a wagyu eef fillet in teriyaki sauce with black garlic 150g;a5 150g']","['A5 150g', '']",香 煎 和牛,0,,0,
豉汁煎酿三宝,"['three treasures pieces in Black Bean Sauce', 'three treasures']","['', 'Green Pepper Tofu Aubergine with Pak Far Prawn Meat Stuffing in Black Bean Sauce']",豉汁 煎酿 三宝,1,,1,
九层塔三杯鸡煲,['taiwanese three cup chicken pot with sweet basil'],[''],九层 塔 三杯 鸡煲,1,,1,
黑椒金钱肚,['black peppered tripe'],[''],黑椒 金钱 肚,1,,1,
四川鲜芦笋,"['asparagus in szechuan sauce', 'asparagus in szechwan sauce']","['', '']",四川 鲜 芦笋,0,,0,
脆皮咸水角,"['crispy pastry savoury meat croquette', 'thai style squid cakes contain pork']","['', 'contains shrimp']",脆皮 咸水 角,1,,1,
鲍汁扣鹅掌,"['goose web in abalone sauce', 'braised goose webs in abalone sauce']","['', '']",鲍汁 扣 鹅掌,1,,1,
明炉烧鸭,"['cantonese roasted duck', 'chinese style roast duck', 'roast duck']","['', '', '']",明炉 烧鸭,1,,1,
酥炸芝麻鸡饼,['deep fried chicken and sesame cakes'],[''],酥炸 饼 鸡 芝麻鸡 芝麻,2,芝麻 鸡 酥炸,1,0.0
豉椒斋鸡,"['soya chunks with green pepper and black bean sauce', 'vegetarian chicken with green pepper', 'mock chicken with pepper in chilli black bean sauce']","['in Black Bean Sauce G;Stir Fried Mixed Vegetables with Ginger', '', '']",豉椒 斋 鸡,1,,1,
芥末虾球,"['sauteed prawn topped with wasabi', 'mini sesame prawn toast']","['', '']",芥末 虾球,0,,0,0.0
上海辣牛柳粒,['shanghai hot chilli diced fillet steak'],[''],上海 辣 牛柳 粒,1,,1,
鸡面汤,['chicken noodle soup'],[''],鸡 面汤,0,,0,
上汤海皇饺,['seafood dumpling in supreme stock'],['pork soup based'],上 汤 海皇 饺,1,,1,
红油百叶,"['beef tripe with chilli oil sauce', 'beef tripe in chili oil']","['', '']",红油 百叶,0,,0,
蜜汁叉烧饭,"['honey char siu with rice', 'char siu with rice roast duck hong kong']","['', '']",蜜汁 叉烧 烧饭 叉烧饭,1,,1,
皇豉汁扒津菜芦笋,"['asparagus chinese lettuce in yellow bean sauce', 'asparagus chinese leaves in yellow bean sauce']","['', '']",皇 豉汁 扒津菜 芦笋,1,,1,
黑椒牛肉,"['beef in black pepper sauce', 'beef with black pepper sauce']","['', '']",黑椒 牛肉,0,,0,0.0
蛋炒饭,['egg fried rice'],[''],炒饭 蛋炒饭,0,,0,
上素豆腐,['stir fried tofu and seasonal green'],[''],上素 豆腐,0,,0,
地三鲜,"['Fried Potato, Green Pepper & Eggplant', 'stir-fried potatoes, aubergine, green pepper & red pepper', 'sauteed potato, green pepper and eggplant ', 'sauteed potato aubergine with chilli peppers', 'potato aubergine and green pepper', 'aubergine with potato and sauteed', 'stir fried potato aubergine and pepper']","['Potatoes, Aubergine, Green Pepper & Red Pepper', '', '', '', '', '', '']",地三鲜 地 三鲜,2,地三鲜,1,2.0
蒸罗汉素菜饺,['steamed lo han dumplings'],[''],蒸 罗汉 素菜 饺,1,,1,
椒盐鸡翅,"['salt and pepper chicken wings', 'salt & pepper chicken wings', 'salt and chilli chicken wing']","['', 'Fried chicken wings served with pepper garlic and chilli', 'Salt, Pepper, Chicken Wings, Onion']",椒盐 鸡翅,0,,0,
番茄焖牛腩,"['slow cook beef brisket with tomato', 'stewed beef brisket and tomato']","['', '']",番茄 焖 牛腩,0,,0,
鱼香肉丝,"['yuxiang shredded pork sauteed in spicy garlic sauce', 'shredded pork in hot and spicy sauce', 'shredded pork in spicy sauce', 'sauteed shredded pork with black fungus in sweet & spicy garlic sauce', 'Shredded Pork with Garlic Sauce', 'yu xiang style shredded pork', 'shredded pork yuxiang style', 'sea spiced shredded pork', 'Fish-Flavored Shredded Pork']","['', 'Pork, Carrot, Bamboo Shoot, Black Fungus, Sugar, Chilli Oil, Spring Onion', '', '', '', '', '', '', '']",鱼香 香肉 肉丝 鱼香肉丝,1,,1,
流沙包,"['steamed duck yolk custard bun', 'salted egg yolk custard bun']","['', '']",流沙包 沙包 流,1,流沙包,1,1.0
重庆辣子鸡,"['Chongqing spicy deep-fried chicken', 'chongqing style chicken with chilli', 'deep fried chicken with dried chilli']","['', '', '']",重庆 辣子 子鸡 辣子鸡,1,,1,
蟹肉粟米羹,"['crab meat and sweet corn soup', 'crab meat thick soup with sweet corn', 'crabmeat and sweet corn soup']","['', '', '']",蟹肉 粟米 羹,0,,0,
铁板中式牛柳,"['sizzling fillet steak in cantonese style', 'sizzling fillet steak cantonese style', 'sizzling beef tenderloin cantonese style']","['', '', '']",铁板 中式 牛柳,0,,0,
辣味日本芥辣虾,"['spicy wasabi tiger prawns pieces', 'spicy wasabi king prawns']","['MAIN COURSES;KING PRAWNS', '']",辣味 日本 芥辣 虾,0,,0,
果汁辣味猪柳,['pork fillet in spicy sweet fruit sauce'],[''],果汁 辣味 猪柳,0,,0,
豉椒鸡,"['spicy chicken in chilli and black bean sauce', 'chicken with green pepper and black bean sauce']","['', '']",豉椒 鸡,1,,1,
左口鱼豉汁蒸清蒸红烧,"['brown sauce', 'halibut steamed with black bean sauce, steamed/braised']","['', '']",左口 鱼 豉汁 蒸 清蒸 红烧,1,,1,
银芽豉油皇炒面,['soft noodles with silver sprouts'],[''],银芽豉 油皇 炒面,1,,1,
杏仁鸡,['crispy almond chicken n'],[''],杏仁 鸡,0,,0,
豉汁蒸排骨,"['steamed spare ribs in black bean sauce', 'mini spare ribs in garlic and black bean sauce', 'spare ribs in black bean sauce']","['', '', '']",豉汁 蒸 排骨,1,,1,
笋尖虾饺皇,"['har kau prawn dumplings pieces', 'har kau prawn dumplings']","['', '']",笋尖 虾饺 皇,1,,1,
云吞汤面,['won ton noodle soup'],[''],云吞 汤面,1,,1,
干锅仔鸡,"['griddle cooked chicken with chilli', 'dry wok chicken']","['', 'Stir fried tender pieces of soft marinated chicken with fresh garlic mixed peppers chilli and celery in spicy Sichuan sauce']",干锅 仔鸡,1,,1,
四川樟茶鸭配荷叶饼,"['pancake', 'smoked duck, sichuan style served with lotus-leaf-shaped ']","['', '']",四川 樟茶 鸭配 荷叶 饼,1,,1,
叉烧炒饭,"['char siu fried rice', 'beef cubes with pickled chilli and fresh chopped red chilli', 'roast pork fried rice']","['', '', '']",叉烧 炒饭,1,,1,
鸡丝炒饭,"['shredded chicken fried rice', 'shredded chicken egg fried rice']","['', '']",鸡丝 炒饭,1,,1,
姜葱牛肉饺,"['beef dumplings with ginger and spring onion', 'beef dumplings with ginger and spring onion pieces']","['', '']",姜葱 牛肉 饺,1,,1,
蜜汁叉烧酥,"['barbecued roast pork puffs', 'deep fried beancurd skin with prawn roll contain pork']","['', 'ORIENT']",蜜汁 叉烧 酥,1,,1,
烧鸭饭,"['duck and rice', 'roast duck with rice']","['', 'Cantonese roast duck rice and cucumber']",烧鸭 饭,0,,0,
豆沙小笼包,['red bean xiao long bao'],['8pcs 358kcal;8pcs 480kcal;4pcs 240kcal'],豆沙 小笼 小笼包,1,,1,
姜葱羊肉煲,['sliced lamb with ginger and spring onions in clay pot'],[''],姜葱 羊肉 煲,1,,1,
素酿豆腐七彩斋料,['stuffed bean curd with rainbow vegetables'],[''],素酿 豆腐 七彩 斋料,1,,1,
宫保猪肉,['sliced pork kung po style'],[''],宫保 猪肉,1,,1,
橙汁鸭片,"['roasted duck in orange sauce', 'lightly battered roasted duck in orange sauce']","['', '']",橙汁 鸭片,0,,0,
大妈茄子,['braised aubergine in yellow bean sauce'],[''],大妈 大妈茄子 茄子,1,大妈茄子,1,2.0
芋头西米露,['chilled taro and coconut sago'],[''],西米露 芋头,1,西米露,1,1.0
炸蝴蝶虾球,"['butterfly king prawns', 'butterfly tiger prawns pieces']","['', '']",炸 蝴蝶 虾球,0,,0,
椒盐鸡,"['salt and pepper chicken', 'chicken with spiced salt']","['', '']",椒盐 鸡,0,,0,
蒜茸蒸虾,['garlic steamed wild tiger prawn mung bean noodles superior soy'],[''],蒜茸 蒸虾,0,,0,
香酥鸭,"['crispy aromatic duck', 'crispy aromatic london sticky rice cherry smoked duck and oscietra caviar accompaniment', 'aromatic crispy duck', 'aromatic crispy duck served with pancakes, shredded cucumber, spring onion and hoi-sin sauce']","['', 'with pancakes spring onions and cucumber', 'Duck, Pancakes, Shredded Cucumber, Spring Onion and Hoi-sin Sauce', '']",香酥 鸭,0,,0,
腰果鸡片,"['chicken with cashewnuts', 'chicken with cashew nuts']","['', '']",腰果 鸡片,0,,0,
中式牛柳,"['sliced fillet steak in chinese style', 'beef fillet cantonese style']","['', '']",中式 牛柳,0,,0,
天外天百子鸭,['sweet and spicy duck dome'],[''],天外 鸭 天外天 百子 百子鸭,1,天外天,1,-1.0
黑椒牛柳卷,['fillet steak rolls in black pepper sauce'],[''],黑椒 牛柳 卷,0,,0,
梅菜扣肉煲,"['hot and spicy fish fillet with beef brisket with mooli hot pot', 'steamed pork with preserved vegetable in casserole', 'Braised pork with dried vegetables']","['', '', 'Thịt heo hầm với cải mặn']",梅菜 扣肉 煲,1,,1,
京式酸辣羹,['peking hot and sour soup'],[''],京式 酸辣 羹,1,,1,
黑椒牛柳,"['sliced fillet steak in black pepper sauce', 'beef fillet in black pepper sauce', 'sauteed beef tenderloin with black pepper  ', 'fillet steak with black pepper sauce']","['', '', '', '']",黑椒 牛柳,0,,0,
秘汁羊肉,"[""sliced lamb with wing's special sauce""]",[''],秘汁 羊肉,1,,1,
酱海鲜炒乌冬,"['xo dry fried seafood udon', 'xo sauce seafood udon']","['', '']",酱 海鲜 炒 乌冬,0,,0,
红烧牛腩面,"['braised beef brisket with noodles in soup', 'noodles with braised beef brisket ', 'braised beef brisket noodles']","['', 'Beef Brisket, Noodles, Vegetables', '']",红烧 牛腩 面,0,,0,0.0
港式扬州炒饭,"['prawn fried rice with egg white and dried scallop', ""chef's special whole abalone rice""]","['', '']",港式 扬州 炒饭,1,,1,
麻酱砵仔肠粉,"['plain with sesame sauce', 'roast pork cheung fun']","['', '']",仔 肠粉 砵 麻酱,1,肠粉,1,1.0
上海辣鸡片,['shanghai hot chilli sliced chicken'],[''],上海 辣鸡片,0,,0,
山楂鹿肉酥,['charcoal venison puff'],[''],山楂 鹿肉 酥,1,,1,
黄炆汤一级官燕,"['royal superior one cup birds nest soup', ""royal superior one cup bird's nest soup""]","['', '']",官燕 黄炆 汤 一级,1,官燕,1,1.0
熏鸡丝,['smoked shredded chicken'],[''],熏 鸡丝,1,,1,
海鲜生菜包,"['lettuce wrapped minced seafood', 'minced seafood wrapped in lettuce']","['', '']",海鲜 生菜 包,0,,0,
北京烤鸭,"['Classic Peking Duck', 'roasted peking duck with pancakes', 'beijing roast duck served with pancakes, shredded cucumber, spring onion and hoi-sin sauce']","['', '', 'Duck, Pancakes, Shredded Cucumber, Spring Onion and Hoi-sin Sauce']",北京 烤鸭 北京烤鸭,1,,1,
干煸牛肉丝,"['crispy beef', 'stir-fry shredded beef with chinese pepper']","['', 'A Sichuan Style of cooking where the ingredients are continuously cooked until they have dried out before ices and flavour.;Dry fried beef slivers in a stick sweet chilli coating']",干煸 牛肉 丝,0,,0,
干锅土豆片,"['potato slices with dry chilli and green peppers in hot pet s s', 'sliced potatoes and hunan bacon']","['', '']",干锅 土豆片 土豆,0,干锅,0,
香辣八爪鱼,"['marinated spicy baby octopus', 'thai style chicken claws']","['', 'C']",香辣 八爪 鱼,0,,0,0.0
烧味三拼,"['roast meat triple combo', 'choice of any items roast duck']","['honey roast pork or crackling pork;this dish contains bones;Mixed barbecue platter', '']",烧味 三 拼,1,,1,
什锦炒饭,"['stir-fried rice with meat and vegetables', 'mixed vegetable fried rice', 'diced mixed vegetable egg fried rice']","['', 'contains egg', '']",什锦 炒饭,0,,0,
沙爹大虾,"['king prawn in satay sauce', 'king prawn with satay and peanut sauce']","['', '']",沙爹 大虾,1,,1,
鲜虾肠粉,['prawn cheung fun'],[''],鲜虾 肠粉,1,,1,
豉椒鸡片,['chicken with green pepper in black bean sauce'],[''],豉椒 鸡片,1,,1,
素炒三丝银芽甘笋丝荷豆丝,['vegetarian flavour silver sprouts carrot and mange tout'],[''],素 炒 三丝 银芽 甘 笋丝 荷 豆丝,0,,0,
辣味海鲜炒饭,['spicy seafood fried rice'],[''],辣味 海鲜 炒饭,0,,0,
竹升面,['bamboo pole noodles with king crab and spring onion oil'],[''],竹升面,1,竹升面,1,
沙爹什菜,"['mixed vegetables in satay t peanut sauce', 'v stir fried mixed vegetables in satay sauce']","['', '']",沙爹 什菜,1,,1,
回锅肉,"['Szechwan-style Stir-fried Pork, Cabbage and Piman', 'Twice cooked pork', 'Twice-cooked Pork', 'double cooked pork']","['A Sichuanese favourite Lean double cooked sliced Pork Belly boiled in Sichuan spices and then stir fried in a sweet rich chilli sauce with mixed peppers leeks and fresh chilli', '', '', '']",回锅 回锅肉,0,,0,
南瓜饼,"['pumpkin pancake', 'deep fried pumpkin cake with red bean filling']","['', '']",南瓜 南瓜饼,0,,0,
雪白甜豆玉兰心,['water chest nut sugar snap and broccoli'],[''],玉兰 甜豆 心 雪白 玉兰心,2,玉兰心 甜豆,1,2.0
杂菜炒面,"['vegetable fried noodle', 'mixed vegetables chow mein', 'stir fried noodle with mixed vegetables']","['', '', '']",杂菜 炒面,0,,0,
酱皇海鲜炒面,"['toasted noodles with mixed seafood in xo sauce', 'stir fried udon with fillet steak in black pepper sauce s']","['', '']",酱皇 海鲜 炒面,1,,1,
老醋花生米,"['peanuts with vinegar', 'crispy peanuts with chinese vinegar']","['', '']",老醋 花生 生米 花生米,1,,1,
清炒银芽,['stir fried silver sprouts'],[''],清炒 银芽,0,,0,
干炒牛肉丝,"['deep fried shredded beef in spicy hot sauce', 'deep fried shredded beef in chilli sauce']","['', '']",干 炒 牛肉 丝,0,,0,
四川口水鸡,"['mouthwatering sichuan chicken', 'mouth watering sichuan chicken']","['', '']",四川 口水 水鸡 口水鸡,1,,1,
腰果牛肉,"['b beef with cashewnuts', 'beef with cashew nuts']","['', 'Hot and Spicy;There is a service charge;Please note all prices are inclusive of VAT;We accept Major Credit Cards']",腰果 牛肉,0,,0,
陈皮牛肉丸,['chinese style beef ball'],[''],陈皮 牛肉 肉丸 牛肉丸,1,,1,
姜葱大虾,"['king prawns with ginger and spring onions', 'king prawn with ginger and sping onion']","['', '']",姜葱 大虾,0,,0,
加吉鱼鳟鱼,"['braised fish with trimmings sea bass/ mandarin/flatfish/perch/', '/ perch / sea bream / bull trout', 'sea bream/bull trout） ']","['', '', '']",加吉鱼 鳟鱼,0,,0,
花蟹炒年糕,"['stir fried blue crab with korean rice cake', 'the fictures are for reerence only subject to the actual rouct']","['', '']",花蟹 年糕 炒年糕,1,,1,
菜粒冬菇粒炒饭,['diced chinese mushroom and vegetable fried rice'],[''],菜粒 冬菇 粒 炒饭,1,,1,
上海辣猪扒,['spicy shanghai pork chops'],[''],上海 辣 猪扒,1,,1,
椒盐茄子条,['salt and pepper aubergine'],[''],椒盐 茄子 条,0,,0,
炸云吞,"['fried wonton', 'deep fried wonton served with sweet and sour sauce']","['', '']",炸 云吞,1,,1,
蒜茸粉丝蒸带子,['steamed scallop in shell with garlic and glass vermicelli'],[''],蒜茸 粉丝 蒸 带子,0,,0,
传统香酥鸭,['classic crispy aromatic duck'],['Served with steamed pancakes shredded cucumber and spring onion with hoi sin sauce'],传统 香酥 鸭,1,,1,
姜葱牛百叶,['tripe with ginger and spring onion'],[''],姜葱 牛 百叶,0,,0,
羊肚菌素春卷,['morel mushroom spring roll'],['(v)'],羊肚 菌素 春卷,1,,1,
东波海皇羹,['spinach and seafood soup'],[''],东 波海 皇羹 东波海皇羹,3,东波海皇羹,1,3.0
